Chemical,Label
NCGC00261900-01,0.06545136868953705
NCGC00260869-01,0.6107587814331055
NCGC00261776-01,0.9281715154647827
NCGC00261842-01,0.10593578219413757
NCGC00261662-01,0.9920796751976013
NCGC00261926-01,0.4629042446613312
NCGC00260921-01,0.9963975548744202
NCGC00261119-01,0.7152400612831116
NCGC00260831-01,0.9789349436759949
NCGC00261544-01,0.17320512235164642
NCGC00261633-01,0.06826998293399811
NCGC00261395-01,0.8628637790679932
NCGC00261717-01,0.07664316147565842
NCGC00261424-01,0.21961727738380432
NCGC00261861-01,0.2342199683189392
NCGC00261924-01,0.27205657958984375
NCGC00261052-01,0.6978737115859985
NCGC00261683-01,0.9070762991905212
NCGC00261026-01,0.7762369513511658
NCGC00261057-01,0.40668562054634094
NCGC00261738-01,0.6388384103775024
NCGC00261348-01,0.12082802504301071
NCGC00261503-01,0.09591833502054214
NCGC00260693-01,0.13017180562019348
NCGC00260703-01,0.10981859266757965
NCGC00260716-01,0.06826998293399811
NCGC00260782-01,0.06826998293399811
NCGC00260802-01,0.06826998293399811
NCGC00260823-01,0.09208264201879501
NCGC00261313-01,0.06826998293399811
NCGC00260757-01,0.06826998293399811
NCGC00260826-01,0.06826998293399811
NCGC00261005-01,0.1040278971195221
NCGC00260980-01,0.16625210642814636
NCGC00261816-01,0.17304979264736176
NCGC00260698-01,0.15640415251255035
NCGC00260889-01,0.3509012758731842
NCGC00260811-01,0.4574941396713257
NCGC00261165-01,0.10189816355705261
NCGC00261060-01,0.06826998293399811
NCGC00261541-01,0.08654804527759552
NCGC00261649-01,0.06826998293399811
NCGC00261110-01,0.7315940856933594
NCGC00261130-01,0.9080145359039307
NCGC00260846-01,0.632863461971283
NCGC00261030-01,0.6395500898361206
NCGC00261162-01,0.5401779413223267
NCGC00261058-01,0.7550987601280212
NCGC00261404-01,0.204172745347023
NCGC00261423-01,0.741665244102478
NCGC00261856-01,0.6925480365753174
NCGC00261342-01,0.1852717250585556
NCGC00261935-01,0.3776291310787201
NCGC00261069-01,0.46340975165367126
NCGC00261101-01,0.2882644832134247
NCGC00261183-01,0.1360980123281479
NCGC00261716-01,0.06155901774764061
NCGC00260742-01,0.08613644540309906
NCGC00261529-01,0.6227579712867737
NCGC00261170-01,0.8026226162910461
NCGC00261565-01,0.22310130298137665
NCGC00260990-01,0.9602155089378357
NCGC00261340-01,0.9280816316604614
NCGC00261079-01,0.33835312724113464
NCGC00261389-01,0.20183689892292023
NCGC00261744-01,0.11722840368747711
NCGC00261420-01,0.2885389029979706
NCGC00261215-01,0.0867825374007225
NCGC00261826-01,0.42159947752952576
NCGC00260706-01,0.26299920678138733
NCGC00261123-01,0.8460481762886047
NCGC00261367-01,0.24955402314662933
NCGC00261507-01,0.29795369505882263
NCGC00261169-01,0.295443058013916
NCGC00261730-01,0.9223264455795288
NCGC00261624-01,0.23181059956550598
NCGC00261641-01,0.37329018115997314
NCGC00261853-01,0.7824152708053589
NCGC00260911-01,0.2650200128555298
NCGC00260798-01,0.10282978415489197
NCGC00261384-01,0.6577596664428711
NCGC00260785-01,0.8846672773361206
NCGC00261597-01,0.6742252111434937
NCGC00261025-01,0.13124144077301025
NCGC00260789-01,0.5072958469390869
NCGC00260866-01,0.8016790747642517
NCGC00261189-01,0.24958372116088867
NCGC00261270-01,0.7082095146179199
NCGC00261611-01,0.19841384887695312
NCGC00261160-01,0.7863940596580505
NCGC00261085-01,0.3008139431476593
NCGC00261817-01,0.6211660504341125
NCGC00261866-01,0.7205435633659363
NCGC00260852-01,0.7204595804214478
NCGC00261290-01,0.9435793161392212
NCGC00261304-01,0.5008223652839661
NCGC00261704-01,0.706292986869812
NCGC00260850-01,0.575541079044342
NCGC00260972-01,0.5807074904441833
NCGC00261364-01,0.18979036808013916
NCGC00261392-01,0.6120625734329224
NCGC00261638-01,0.7273690700531006
NCGC00261820-01,0.45548713207244873
NCGC00261808-01,0.33170390129089355
NCGC00260790-01,0.7962687015533447
NCGC00260940-01,0.9497548341751099
NCGC00261081-01,0.6317802667617798
NCGC00261133-01,0.9168746471405029
NCGC00261399-01,0.9765504002571106
NCGC00260696-01,0.843994677066803
NCGC00261903-01,0.5559503436088562
NCGC00261178-01,0.6544031500816345
NCGC00261568-01,0.5385404825210571
NCGC00260830-01,0.5069344639778137
NCGC00261113-01,0.5327470898628235
NCGC00261327-01,0.530627429485321
NCGC00261602-01,0.7887062430381775
NCGC00260858-01,0.9883108735084534
NCGC00261071-01,0.6079314947128296
NCGC00261076-01,0.31818100810050964
NCGC00261192-01,0.1749349981546402
NCGC00261495-01,0.2396283596754074
NCGC00261577-01,0.6750764846801758
NCGC00261510-01,0.40036144852638245
NCGC00261679-01,0.94882732629776
NCGC00261941-01,0.9243344664573669
NCGC00261343-01,0.07738913595676422
NCGC00261607-01,0.6698151230812073
NCGC00261782-01,0.8142247200012207
NCGC00261914-01,0.5376280546188354
NCGC00261475-01,0.9452638626098633
NCGC00261764-01,0.9794780015945435
NCGC00261802-01,0.9404751658439636
NCGC00260795-01,0.7694694995880127
NCGC00261352-01,0.8673434853553772
NCGC00261009-01,0.8654796481132507
NCGC00261944-01,0.6438351273536682
NCGC00261166-01,0.9862592220306396
NCGC00261332-01,0.9477923512458801
NCGC00261333-01,0.8139342069625854
NCGC00261260-01,0.7895463109016418
NCGC00261915-01,0.7722421288490295
NCGC00261682-01,0.7389199733734131
NCGC00261049-01,0.4742664694786072
NCGC00260910-01,0.7086542248725891
NCGC00261272-01,0.7110425233840942
NCGC00260708-01,0.06826998293399811
NCGC00261390-01,0.06826998293399811
NCGC00260948-01,0.06826998293399811
NCGC00261840-01,0.06826998293399811
NCGC00260881-01,0.06826998293399811
NCGC00261153-01,0.07793708890676498
NCGC00261406-01,0.06826998293399811
NCGC00261053-01,0.07020847499370575
NCGC00261129-01,0.06826998293399811
NCGC00261381-01,0.32786092162132263
NCGC00261426-01,0.8055981993675232
NCGC00260979-01,0.5174012184143066
NCGC00260993-01,0.28372275829315186
NCGC00261108-01,0.3012249171733856
NCGC00261441-01,0.6768441200256348
NCGC00261877-01,0.4593179523944855
NCGC00260815-01,0.4069945812225342
NCGC00261542-01,0.2963487505912781
NCGC00261958-01,0.3883865475654602
NCGC00261787-01,0.5744988918304443
NCGC00261065-01,0.9797149896621704
NCGC00261804-01,0.9372822046279907
NCGC00260875-01,0.47716742753982544
NCGC00261451-01,0.6078013777732849
NCGC00261739-01,0.9203686714172363
NCGC00261382-01,0.28688448667526245
NCGC00261663-01,0.4128362238407135
NCGC00260892-01,0.47412189841270447
NCGC00261297-01,0.8188550472259521
NCGC00261321-01,0.8652297258377075
NCGC00261446-01,0.9044751524925232
NCGC00261474-01,0.7893105745315552
NCGC00260834-01,0.41166386008262634
NCGC00260840-01,0.586511492729187
NCGC00260947-01,0.6748192310333252
NCGC00261080-01,0.7233283519744873
NCGC00261563-01,0.21956367790699005
NCGC00261873-01,0.6168248057365417
NCGC00260803-01,0.7967284917831421
NCGC00260833-01,0.1955215036869049
NCGC00261008-01,0.298083633184433
NCGC00261155-01,0.18542678654193878
NCGC00261643-01,0.45747625827789307
NCGC00261037-01,0.42536526918411255
NCGC00261126-01,0.7632825374603271
NCGC00260871-01,0.5236590504646301
NCGC00260713-01,0.8552439212799072
NCGC00261487-01,0.5316223502159119
NCGC00261545-01,0.2777145206928253
NCGC00261480-01,0.8889668583869934
NCGC00261838-01,0.5150190591812134
NCGC00261627-01,0.06826998293399811
NCGC00261639-01,0.10426563769578934
NCGC00261177-01,0.08682453632354736
NCGC00260692-01,0.06826998293399811
NCGC00260775-01,0.14200210571289062
NCGC00260876-01,0.10891875624656677
NCGC00261598-01,0.07365115731954575
NCGC00260707-01,0.13484396040439606
NCGC00261554-01,0.43127456307411194
NCGC00261713-01,0.959479570388794
NCGC00261737-01,0.9051293134689331
NCGC00261882-01,0.938332200050354
NCGC00261933-01,0.31009262800216675
NCGC00261201-01,0.06826998293399811
NCGC00261398-01,0.06826998293399811
NCGC00261601-01,0.06826998293399811
NCGC00261003-01,0.06826998293399811
NCGC00261019-01,0.06826998293399811
NCGC00261519-01,0.06826998293399811
NCGC00261732-01,0.06826998293399811
NCGC00261718-01,0.10585035383701324
NCGC00260743-01,0.06826998293399811
NCGC00260751-01,0.06826998293399811
NCGC00260867-01,0.06826998293399811
NCGC00260982-01,0.06826998293399811
NCGC00261176-01,0.1262146681547165
NCGC00261289-01,0.06826998293399811
NCGC00261440-01,0.35443776845932007
NCGC00261657-01,0.06826998293399811
NCGC00260822-01,0.5100415945053101
NCGC00261142-01,0.3245583474636078
NCGC00261582-01,0.06826998293399811
NCGC00261825-01,0.7451688647270203
NCGC00261833-01,0.7650331258773804
NCGC00261835-01,0.4776473939418793
NCGC00261860-01,0.46885085105895996
NCGC00261906-01,0.9008268713951111
NCGC00261916-01,0.888588547706604
NCGC00261939-01,0.5053332448005676
NCGC00261869-01,0.34400224685668945
NCGC00261163-01,0.06506849080324173
NCGC00261653-01,0.06826998293399811
NCGC00261248-01,0.4021603465080261
NCGC00260770-01,0.09938439726829529
NCGC00261013-01,0.7406301498413086
NCGC00261910-01,0.37565574049949646
NCGC00261686-01,0.06826998293399811
NCGC00261147-01,0.06826998293399811
NCGC00261578-01,0.06826998293399811
NCGC00261336-01,0.20881099998950958
NCGC00261593-01,0.13679179549217224
NCGC00260821-01,0.07525047659873962
NCGC00261007-01,0.12443957477807999
NCGC00261246-01,0.06826998293399811
NCGC00261949-01,0.12108074873685837
NCGC00260890-01,0.49937349557876587
NCGC00261294-01,0.37759748101234436
NCGC00261330-01,0.5710437893867493
NCGC00261470-01,0.20579667389392853
NCGC00260691-01,0.06826998293399811
NCGC00261693-01,0.7747735977172852
NCGC00261293-01,0.06976323574781418
NCGC00261018-01,0.33505672216415405
NCGC00261075-01,0.5390496850013733
NCGC00261150-01,0.28097355365753174
NCGC00261767-01,0.1944635510444641
NCGC00261824-01,0.09215669333934784
NCGC00261146-01,0.13294392824172974
NCGC00260817-01,0.07361089438199997
NCGC00261161-01,0.4435831904411316
NCGC00260728-01,0.7484594583511353
NCGC00261286-01,0.692216694355011
NCGC00261254-01,0.2076701521873474
NCGC00261261-01,0.16274011135101318
NCGC00261691-01,0.31427618861198425
NCGC00261921-01,0.1471642404794693
NCGC00260962-01,0.36706793308258057
NCGC00261028-01,0.8915528059005737
NCGC00261349-01,0.5516098737716675
NCGC00261583-01,0.9488574862480164
NCGC00261672-01,0.8584636449813843
NCGC00261620-01,0.6954311728477478
NCGC00261141-01,0.6110061407089233
NCGC00261752-01,0.7526789307594299
NCGC00261828-01,0.6757663488388062
NCGC00261913-01,0.08667025715112686
NCGC00261473-01,0.266491562128067
NCGC00356953-01,0.5477545261383057
NCGC00357009-01,0.06826998293399811
NCGC00357188-01,0.770228385925293
NCGC00357201-01,0.9354112148284912
NCGC00357189-01,0.09985151886940002
NCGC00357163-01,0.11847047507762909
NCGC00357001-01,0.6405613422393799
NCGC00357030-01,0.2531292140483856
NCGC00357123-01,0.553999662399292
NCGC00357004-01,0.2300252765417099
NCGC00357103-01,0.06826998293399811
NCGC00357289-01,0.3586300313472748
NCGC00357082-01,0.638901948928833
NCGC00356999-01,0.20820990204811096
NCGC00357116-01,0.7179067134857178
NCGC00357010-01,0.8223963975906372
NCGC00357171-01,0.07041221112012863
NCGC00356964-01,0.10634410381317139
NCGC00356995-01,0.06826998293399811
NCGC00357062-01,0.4510851800441742
NCGC00357205-01,0.5401967763900757
NCGC00357185-01,0.4383201003074646
NCGC00357028-01,0.7095228433609009
NCGC00357064-01,0.34542715549468994
NCGC00357196-01,0.9044506549835205
NCGC00357271-01,0.8864235281944275
NCGC00357198-01,0.06826998293399811
NCGC00357079-01,0.07918567955493927
NCGC00356984-01,0.8395743370056152
NCGC00357080-01,0.06826998293399811
NCGC00357173-01,0.06826998293399811
NCGC00357277-01,0.304839164018631
NCGC00357240-01,0.06826998293399811
NCGC00357145-01,0.2274778187274933
NCGC00357157-01,0.06826998293399811
NCGC00357160-01,0.0705128088593483
NCGC00357107-01,0.06826998293399811
NCGC00357106-01,0.06826998293399811
NCGC00357047-01,0.06856818497180939
NCGC00357174-01,0.0691373273730278
NCGC00357090-01,0.07443183660507202
NCGC00357204-01,0.06826998293399811
NCGC00357214-01,0.06826998293399811
NCGC00357124-01,0.06826998293399811
NCGC00356983-01,0.06826998293399811
NCGC00357092-01,0.06826998293399811
NCGC00357042-01,0.06826998293399811
NCGC00357036-01,0.06826998293399811
NCGC00357089-01,0.06826998293399811
NCGC00357170-01,0.06826998293399811
NCGC00357132-01,0.06826998293399811
NCGC00357265-01,0.06826998293399811
NCGC00357260-01,0.10362476110458374
NCGC00357023-01,0.06826998293399811
NCGC00357114-01,0.28127050399780273
NCGC00357033-01,0.06826998293399811
NCGC00357120-01,0.06826998293399811
NCGC00356963-01,0.06826998293399811
NCGC00357055-01,0.9608421325683594
NCGC00357139-01,0.15119531750679016
NCGC00357026-01,0.7841475605964661
NCGC00357242-01,0.6503583788871765
