epoch, auc score
0, 0.5876054075759605
1, 0.5910855307187792
2, 0.5991165841252845
3, 0.617186454289921
4, 0.647169053674207
5, 0.666978985410253
6, 0.6833087940034801
7, 0.6988354972560568
8, 0.7144960513987417
9, 0.7256056752777406
10, 0.7336367286842457
11, 0.7392584660687994
12, 0.7486280283763888
13, 0.7577298889037613
14, 0.7662963458707001
15, 0.7703118725739526
16, 0.7756659081782894
17, 0.780350689332084
18, 0.7865078302770714
19, 0.7887832954089145
21, 0.7899879534198903
22, 0.7921295676616249
23, 0.793735778342926
24, 0.7942711819033597
25, 0.7977513050461785
26, 0.7990898139472628
27, 0.8001606210681301
28, 0.8006960246285637
33, 0.8033730424307322
36, 0.8033730424307322
38, 0.8033730424307322
39, 0.8053808057823585
41, 0.8056485075625753
42, 0.8072547182438764
48, 0.8096640342658279
49, 0.8114040958372373
56, 0.8120733502877794
57, 0.8122072011778879
71, 0.814482666309731
75, 0.8148842189800563
84, 0.816088876991032
85, 0.816088876991032
86, 0.8164904296613572
88, 0.817695087672333
93, 0.8179627894525499
101, 0.8182304912327667
102, 0.8187658947932004
107, 0.8198367019140678
108, 0.8206398072547182
110, 0.8210413599250436
111, 0.8215767634854771
114, 0.821844465265694
117, 0.8223798688261277
123, 0.8234506759469951
124, 0.8234506759469951
169, 0.824387632177754
200, 0.8245214830678623
204, 0.8246553339579709
205, 0.8249230357381877
206, 0.825056886628296
213, 0.8254584392986214
214, 0.8274662026502476
216, 0.8278677553205728
217, 0.8282693079908982
237, 0.8286708606612234
241, 0.829473966001874
242, 0.829473966001874
243, 0.8298755186721991
251, 0.8298755186721992
253, 0.8330879400348012
272, 0.8337571944853434
275, 0.834292598045777
298, 0.8344264489358854
302, 0.8346941507161023
305, 0.834961852496319
306, 0.834961852496319
312, 0.834961852496319
313, 0.8357649578369696
314, 0.8363003613974034
328, 0.8364342122875117
329, 0.8375050194083791
330, 0.8375050194083791
335, 0.8375050194083791
337, 0.8377727211885959
338, 0.8392450809797886
347, 0.8396466336501138
348, 0.8403158881006558
349, 0.8403158881006558
350, 0.8415205461116317
401, 0.8417882478918485
404, 0.8421898005621737
454, 0.843260607683041
456, 0.8441975639138
610, 0.8452683710346673
634, 0.8454022219247759
635, 0.8454022219247759
705, 0.8459376254852095
746, 0.8466068799357516
777, 0.84674073082586
790, 0.8470084326060768
797, 0.8470084326060768
815, 0.8470084326060768
826, 0.8488823450675946
859, 0.8498193012983536
864, 0.850220853968679
889, 0.8506224066390041
915, 0.8520947664301968
1000, 0.8527640208807389
1031, 0.8539686788917146
1094, 0.8543702315620398
1112, 0.855039486012582
1136, 0.8553071877927988
1139, 0.8559764422433409
1143, 0.8569133984740999
1316, 0.8569133984740999
1318, 0.8577165038147503
1501, 0.8581180564850757
