epoch, auc score
0, 0.499665372774729
1, 0.5098380404229688
2, 0.518538348280016
3, 0.5327265426315084
6, 0.5795743541694554
7, 0.6490429661357248
8, 0.7174407709811269
9, 0.7625485209476642
10, 0.7875786373979387
11, 0.8008298755186721
12, 0.8084593762548521
13, 0.8124749029581046
14, 0.8164904296613572
15, 0.8190335965734172
16, 0.8198367019140677
18, 0.8207736581448267
28, 0.8242537812876456
37, 0.8278677553205729
38, 0.8290724133315487
39, 0.8350957033864276
41, 0.8353634051666444
42, 0.8381742738589212
43, 0.838441975639138
44, 0.8409851425511979
297, 0.8433944585731494
356, 0.8436621603533663
388, 0.8436621603533663
391, 0.8456699237049926
444, 0.8468745817159684
521, 0.8475438361665105
603, 0.847677687056619
614, 0.8487484941774863
1039, 0.8512916610895462
1510, 0.8555748895730158
