Chemical,Label
NCGC00261900-01,0.0011021289974451065
NCGC00260869-01,0.5655373930931091
NCGC00261776-01,0.8643569946289062
NCGC00261842-01,0.09678450971841812
NCGC00261662-01,0.9785803556442261
NCGC00261926-01,0.6600268483161926
NCGC00260921-01,0.9656457304954529
NCGC00261119-01,0.709613561630249
NCGC00260831-01,0.9276251792907715
NCGC00261544-01,0.394695520401001
NCGC00261633-01,0.05164341256022453
NCGC00261395-01,0.8479777574539185
NCGC00261717-01,0.013006671331822872
NCGC00261424-01,0.18751977384090424
NCGC00261861-01,0.5223642587661743
NCGC00261924-01,0.29561251401901245
NCGC00261052-01,0.8424625992774963
NCGC00261683-01,0.7990474104881287
NCGC00261026-01,0.8054220676422119
NCGC00261057-01,0.41902291774749756
NCGC00261738-01,0.4288295805454254
NCGC00261348-01,0.1385132521390915
NCGC00261503-01,0.2116805464029312
NCGC00260693-01,0.07547253370285034
NCGC00260703-01,0.0918595939874649
NCGC00260716-01,0.1429329365491867
NCGC00260782-01,0.09127490967512131
NCGC00260802-01,0.12510618567466736
NCGC00260823-01,0.19476349651813507
NCGC00261313-01,0.03350958973169327
NCGC00260757-01,0.28070756793022156
NCGC00260826-01,0.13018634915351868
NCGC00261005-01,0.15336038172245026
NCGC00260980-01,0.4487417936325073
NCGC00261816-01,0.5174156427383423
NCGC00260698-01,0.2843382954597473
NCGC00260889-01,0.3644533157348633
NCGC00260811-01,0.34380093216896057
NCGC00261165-01,0.14811106026172638
NCGC00261060-01,0.05315686762332916
NCGC00261541-01,0.08558664470911026
NCGC00261649-01,0.07275065034627914
NCGC00261110-01,0.5325281023979187
NCGC00261130-01,0.8316342234611511
NCGC00260846-01,0.6976097822189331
NCGC00261030-01,0.702553391456604
NCGC00261162-01,0.5774894952774048
NCGC00261058-01,0.4189690351486206
NCGC00261404-01,0.2147977650165558
NCGC00261423-01,0.7956860661506653
NCGC00261856-01,0.631327748298645
NCGC00261342-01,0.14132024347782135
NCGC00261935-01,0.3472222089767456
NCGC00261069-01,0.6806767582893372
NCGC00261101-01,0.5587682127952576
NCGC00261183-01,0.042686741799116135
NCGC00261716-01,0.09703806787729263
NCGC00260742-01,0.11137285828590393
NCGC00261529-01,0.5200831294059753
NCGC00261170-01,0.7513924241065979
NCGC00261565-01,0.1409699022769928
NCGC00260990-01,0.8608211278915405
NCGC00261340-01,0.8461081385612488
NCGC00261079-01,0.4153372049331665
NCGC00261389-01,0.25887417793273926
NCGC00261744-01,0.04294809326529503
NCGC00261420-01,0.17469565570354462
NCGC00261215-01,0.06953641027212143
NCGC00261826-01,0.2445146143436432
NCGC00260706-01,0.27871546149253845
NCGC00261123-01,0.8635106682777405
NCGC00261367-01,0.21768879890441895
NCGC00261507-01,0.31125393509864807
NCGC00261169-01,0.3248474597930908
NCGC00261730-01,0.6843739151954651
NCGC00261624-01,0.277802437543869
NCGC00261641-01,0.2888585031032562
NCGC00261853-01,0.5566707849502563
NCGC00260911-01,0.2649063169956207
NCGC00260798-01,0.15998782217502594
NCGC00261384-01,0.6056792736053467
NCGC00260785-01,0.7741047739982605
NCGC00261597-01,0.6827569007873535
NCGC00261025-01,0.16882097721099854
NCGC00260789-01,0.5874532461166382
NCGC00260866-01,0.6049116849899292
NCGC00261189-01,0.14988206326961517
NCGC00261270-01,0.501880943775177
NCGC00261611-01,0.2996448278427124
NCGC00261160-01,0.7029126286506653
NCGC00261085-01,0.33664852380752563
NCGC00261817-01,0.16532887518405914
NCGC00261866-01,0.7127844095230103
NCGC00260852-01,0.7472607493400574
NCGC00261290-01,0.9076747894287109
NCGC00261304-01,0.4614584147930145
NCGC00261704-01,0.6458634734153748
NCGC00260850-01,0.6265304684638977
NCGC00260972-01,0.5234219431877136
NCGC00261364-01,0.2909265160560608
NCGC00261392-01,0.3474157750606537
NCGC00261638-01,0.7437436580657959
NCGC00261820-01,0.35710787773132324
NCGC00261808-01,0.4071761965751648
NCGC00260790-01,0.7511141300201416
NCGC00260940-01,0.8936632871627808
NCGC00261081-01,0.29864683747291565
NCGC00261133-01,0.8014529943466187
NCGC00261399-01,0.8004795908927917
NCGC00260696-01,0.8442956805229187
NCGC00261903-01,0.672109842300415
NCGC00261178-01,0.7262259721755981
NCGC00261568-01,0.5607051849365234
NCGC00260830-01,0.5032110810279846
NCGC00261113-01,0.5397104024887085
NCGC00261327-01,0.38024136424064636
NCGC00261602-01,0.6882436275482178
NCGC00260858-01,0.9259130954742432
NCGC00261071-01,0.5777854323387146
NCGC00261076-01,0.30275779962539673
NCGC00261192-01,0.18037833273410797
NCGC00261495-01,0.2256934940814972
NCGC00261577-01,0.4175538420677185
NCGC00261510-01,0.6185476183891296
NCGC00261679-01,0.9177088737487793
NCGC00261941-01,0.8146319389343262
NCGC00261343-01,0.18225181102752686
NCGC00261607-01,0.6720798015594482
NCGC00261782-01,0.7441176176071167
NCGC00261914-01,0.32855024933815
NCGC00261475-01,0.4519858956336975
NCGC00261764-01,0.948878288269043
NCGC00261802-01,0.8701758980751038
NCGC00260795-01,0.7365682721138
NCGC00261352-01,0.8849130272865295
NCGC00261009-01,0.8474957942962646
NCGC00261944-01,0.535330593585968
NCGC00261166-01,0.9267659187316895
NCGC00261332-01,0.9092445373535156
NCGC00261333-01,0.6433958411216736
NCGC00261260-01,0.7628178000450134
NCGC00261915-01,0.6548840999603271
NCGC00261682-01,0.606120228767395
NCGC00261049-01,0.35776668787002563
NCGC00260910-01,0.49641019105911255
NCGC00261272-01,0.6548219919204712
NCGC00260708-01,0.1326984167098999
NCGC00261390-01,0.07714586704969406
NCGC00260948-01,0.10563965141773224
NCGC00261840-01,0.05274294689297676
NCGC00260881-01,0.05000860616564751
NCGC00261153-01,0.11594673991203308
NCGC00261406-01,0.07300408184528351
NCGC00261053-01,0.0486641600728035
NCGC00261129-01,0.04843989759683609
NCGC00261381-01,0.6727192401885986
NCGC00261426-01,0.8700171709060669
NCGC00260979-01,0.37098434567451477
NCGC00260993-01,0.4404262900352478
NCGC00261108-01,0.40431690216064453
NCGC00261441-01,0.4690708518028259
NCGC00261877-01,0.4582311511039734
NCGC00260815-01,0.30976107716560364
NCGC00261542-01,0.5424165725708008
NCGC00261958-01,0.2117462009191513
NCGC00261787-01,0.6973716020584106
NCGC00261065-01,0.949573814868927
NCGC00261804-01,0.9327331185340881
NCGC00260875-01,0.6137097477912903
NCGC00261451-01,0.4302252531051636
NCGC00261739-01,0.8782559633255005
NCGC00261382-01,0.14887504279613495
NCGC00261663-01,0.18607598543167114
NCGC00260892-01,0.1501779705286026
NCGC00261297-01,0.7018964886665344
NCGC00261321-01,0.8026761412620544
NCGC00261446-01,0.6954070925712585
NCGC00261474-01,0.721492350101471
NCGC00260834-01,0.4630226492881775
NCGC00260840-01,0.3327673673629761
NCGC00260947-01,0.8162605166435242
NCGC00261080-01,0.9246218800544739
NCGC00261563-01,0.008868780918419361
NCGC00261873-01,0.05839487537741661
NCGC00260803-01,0.7548618912696838
NCGC00260833-01,0.2098671942949295
NCGC00261008-01,0.37082159519195557
NCGC00261155-01,0.28675398230552673
NCGC00261643-01,0.6643074154853821
NCGC00261037-01,0.5343945622444153
NCGC00261126-01,0.8781846761703491
NCGC00260871-01,0.32156461477279663
NCGC00260713-01,0.5740171670913696
NCGC00261487-01,0.6675739884376526
NCGC00261545-01,0.3508274555206299
NCGC00261480-01,0.4532710611820221
NCGC00261838-01,0.2656748294830322
NCGC00261627-01,0.06475656479597092
NCGC00261639-01,0.09031412750482559
NCGC00261177-01,0.11555876582860947
NCGC00260692-01,0.16211830079555511
NCGC00260775-01,0.1741764098405838
NCGC00260876-01,0.2308918982744217
NCGC00261598-01,0.26782548427581787
NCGC00260707-01,0.082808718085289
NCGC00261554-01,0.6081893444061279
NCGC00261713-01,0.9455766081809998
NCGC00261737-01,0.8764119744300842
NCGC00261882-01,0.8788690567016602
NCGC00261933-01,0.5601994395256042
NCGC00261201-01,0.07248713821172714
NCGC00261398-01,1.6340183719876222e-05
NCGC00261601-01,0.08656967431306839
NCGC00261003-01,0.06680542975664139
NCGC00261019-01,0.05034954100847244
NCGC00261519-01,0.2952832877635956
NCGC00261732-01,0.33592891693115234
NCGC00261718-01,0.08509380370378494
NCGC00260743-01,0.047913990914821625
NCGC00260751-01,0.0503353588283062
NCGC00260867-01,0.05922861024737358
NCGC00260982-01,0.36884722113609314
NCGC00261176-01,0.29052048921585083
NCGC00261289-01,0.3515959084033966
NCGC00261440-01,0.14065267145633698
NCGC00261657-01,0.3662448525428772
NCGC00260822-01,0.42558011412620544
NCGC00261142-01,0.5256297588348389
NCGC00261582-01,0.064944788813591
NCGC00261825-01,0.8202778697013855
NCGC00261833-01,0.5196881890296936
NCGC00261835-01,0.6816878318786621
NCGC00261860-01,0.5107035636901855
NCGC00261906-01,0.8543510437011719
NCGC00261916-01,0.8879611492156982
NCGC00261939-01,0.5984209775924683
NCGC00261869-01,0.23328720033168793
NCGC00261163-01,0.08349515497684479
NCGC00261653-01,0.09242820739746094
NCGC00261248-01,0.5370630025863647
NCGC00260770-01,0.21249467134475708
NCGC00261013-01,0.6626731157302856
NCGC00261910-01,0.7011978626251221
NCGC00261686-01,0.06764182448387146
NCGC00261147-01,0.06385218352079391
NCGC00261578-01,0.05708553269505501
NCGC00261336-01,0.3310820758342743
NCGC00261593-01,0.22428542375564575
NCGC00260821-01,0.09662280976772308
NCGC00261007-01,0.0679505467414856
NCGC00261246-01,0.13506676256656647
NCGC00261949-01,0.0979604423046112
NCGC00260890-01,0.6166470646858215
NCGC00261294-01,0.5517287254333496
NCGC00261330-01,0.6554522514343262
NCGC00261470-01,0.43405887484550476
NCGC00260691-01,0.20880940556526184
NCGC00261693-01,0.744804322719574
NCGC00261293-01,0.04112611711025238
NCGC00261018-01,0.23018847405910492
NCGC00261075-01,0.49190372228622437
NCGC00261150-01,0.25899791717529297
NCGC00261767-01,0.149720698595047
NCGC00261824-01,0.13707707822322845
NCGC00261146-01,0.25272154808044434
NCGC00260817-01,0.09747063368558884
NCGC00261161-01,0.46579375863075256
NCGC00260728-01,0.8666315674781799
NCGC00261286-01,0.7643136382102966
NCGC00261254-01,0.14233529567718506
NCGC00261261-01,0.11988417059183121
NCGC00261691-01,0.3185960054397583
NCGC00261921-01,0.11268474161624908
NCGC00260962-01,0.39987748861312866
NCGC00261028-01,0.8628278374671936
NCGC00261349-01,0.6525473594665527
NCGC00261583-01,0.9306208491325378
NCGC00261672-01,0.7983893156051636
NCGC00261620-01,0.6915171146392822
NCGC00261141-01,0.5563362240791321
NCGC00261752-01,0.6632325053215027
NCGC00261828-01,0.33933210372924805
NCGC00261913-01,0.05920719727873802
NCGC00261473-01,0.254587858915329
NCGC00356953-01,0.0032607829198241234
NCGC00357009-01,0.04082941263914108
NCGC00357188-01,0.8322147130966187
NCGC00357201-01,0.7979652285575867
NCGC00357189-01,0.09675820171833038
NCGC00357163-01,0.10374985635280609
NCGC00357001-01,0.09025903046131134
NCGC00357030-01,0.10617759823799133
NCGC00357123-01,0.23326542973518372
NCGC00357004-01,0.1441463828086853
NCGC00357103-01,0.14079156517982483
NCGC00357289-01,0.3524025082588196
NCGC00357082-01,0.7375178337097168
NCGC00356999-01,0.28852033615112305
NCGC00357116-01,0.6292094588279724
NCGC00357010-01,0.5434061884880066
NCGC00357171-01,0.06529523432254791
NCGC00356964-01,0.36558985710144043
NCGC00356995-01,0.0686749666929245
NCGC00357062-01,0.6147785782814026
NCGC00357205-01,0.5668442249298096
NCGC00357185-01,0.524947464466095
NCGC00357028-01,0.7599296569824219
NCGC00357064-01,0.5578713417053223
NCGC00357196-01,0.9135209321975708
NCGC00357271-01,0.8111215829849243
NCGC00357198-01,0.030485235154628754
NCGC00357079-01,0.10288365930318832
NCGC00356984-01,0.5378780364990234
NCGC00357080-01,0.053340185433626175
NCGC00357173-01,0.04626338556408882
NCGC00357277-01,0.5093356370925903
NCGC00357240-01,0.0371132455766201
NCGC00357145-01,0.17690514028072357
NCGC00357157-01,0.06316161155700684
NCGC00357160-01,0.012999719940125942
NCGC00357107-01,0.012700188905000687
NCGC00357106-01,0.005318013485521078
NCGC00357047-01,0.04351130127906799
NCGC00357174-01,0.05127088725566864
NCGC00357090-01,0.05340709164738655
NCGC00357204-01,0.052461668848991394
NCGC00357214-01,0.04972200468182564
NCGC00357124-01,0.04194098338484764
NCGC00356983-01,0.053031448274850845
NCGC00357092-01,0.05872249975800514
NCGC00357042-01,0.09026431292295456
NCGC00357036-01,0.03843128681182861
NCGC00357089-01,0.05473802983760834
NCGC00357170-01,0.056026190519332886
NCGC00357132-01,0.046585824340581894
NCGC00357265-01,0.08775626122951508
NCGC00357260-01,0.20488135516643524
NCGC00357023-01,0.05085770785808563
NCGC00357114-01,0.5292385220527649
NCGC00357033-01,0.06034306436777115
NCGC00357120-01,0.11263518035411835
NCGC00356963-01,0.1243295669555664
NCGC00357055-01,0.9068987965583801
NCGC00357139-01,0.24541670083999634
NCGC00357026-01,0.8768972754478455
NCGC00357242-01,0.4884282350540161
NCGC00357161-01,0.6158795952796936
NCGC00357279-01,0.11288195848464966
NCGC00357288-01,0.9915859699249268
NCGC00356973-01,0.050769079476594925
NCGC00357143-01,0.0903656929731369
NCGC00357182-01,0.16751399636268616
NCGC00356971-01,0.04735315591096878
NCGC00357084-01,0.03925633057951927
NCGC00357112-01,0.05330020561814308
NCGC00356962-01,0.08583259582519531
NCGC00356993-01,0.255602091550827
NCGC00357284-01,0.7482379078865051
NCGC00357046-01,0.1476576179265976
