Chemical,Label
NCGC00261900-01,0.1656392216682434
NCGC00260869-01,0.5353638529777527
NCGC00261776-01,0.9001728296279907
NCGC00261842-01,0.05774925276637077
NCGC00261662-01,0.9834862947463989
NCGC00261926-01,0.5991584062576294
NCGC00260921-01,0.9845179915428162
NCGC00261119-01,0.802918553352356
NCGC00260831-01,0.9820308685302734
NCGC00261544-01,0.2903560698032379
NCGC00261633-01,0.03922656923532486
NCGC00261395-01,0.7300225496292114
NCGC00261717-01,0.06724009662866592
NCGC00261424-01,0.32581013441085815
NCGC00261861-01,0.2983103096485138
NCGC00261924-01,0.495001882314682
NCGC00261052-01,0.771716833114624
NCGC00261683-01,0.9404541850090027
NCGC00261026-01,0.8359885811805725
NCGC00261057-01,0.5726298689842224
NCGC00261738-01,0.5322969555854797
NCGC00261348-01,0.12107499688863754
NCGC00261503-01,0.17233486473560333
NCGC00260693-01,0.030083516612648964
NCGC00260703-01,0.04346969351172447
NCGC00260716-01,0.1296330839395523
NCGC00260782-01,0.11649150401353836
NCGC00260802-01,0.09985058009624481
NCGC00260823-01,0.14935466647148132
NCGC00261313-01,0.06764300912618637
NCGC00260757-01,0.11990243196487427
NCGC00260826-01,0.13843943178653717
NCGC00261005-01,0.2918340265750885
NCGC00260980-01,0.1980379968881607
NCGC00261816-01,0.2085113227367401
NCGC00260698-01,0.1555943787097931
NCGC00260889-01,0.3995153307914734
NCGC00260811-01,0.5760807394981384
NCGC00261165-01,0.10610547661781311
NCGC00261060-01,0.12529586255550385
NCGC00261541-01,0.15056723356246948
NCGC00261649-01,0.13937093317508698
NCGC00261110-01,0.6257410645484924
NCGC00261130-01,0.832878828048706
NCGC00260846-01,0.5897520184516907
NCGC00261030-01,0.7801583409309387
NCGC00261162-01,0.6664330959320068
NCGC00261058-01,0.6007986664772034
NCGC00261404-01,0.276373952627182
NCGC00261423-01,0.500683605670929
NCGC00261856-01,0.5318453311920166
NCGC00261342-01,0.27415379881858826
NCGC00261935-01,0.44846171140670776
NCGC00261069-01,0.6788913011550903
NCGC00261101-01,0.5640586614608765
NCGC00261183-01,0.28734469413757324
NCGC00261716-01,0.06288471072912216
NCGC00260742-01,0.004022428300231695
NCGC00261529-01,0.6228716969490051
NCGC00261170-01,0.7162457704544067
NCGC00261565-01,0.2668786644935608
NCGC00260990-01,0.913922131061554
NCGC00261340-01,0.8637441396713257
NCGC00261079-01,0.4439641237258911
NCGC00261389-01,0.2880689799785614
NCGC00261744-01,0.06705725938081741
NCGC00261420-01,0.11804089695215225
NCGC00261215-01,0.0965672954916954
NCGC00261826-01,0.280630886554718
NCGC00260706-01,0.2811499834060669
NCGC00261123-01,0.9026574492454529
NCGC00261367-01,0.1086568608880043
NCGC00261507-01,0.1829739511013031
NCGC00261169-01,0.28044167160987854
NCGC00261730-01,0.8413528800010681
NCGC00261624-01,0.2876307964324951
NCGC00261641-01,0.3452051281929016
NCGC00261853-01,0.6141318082809448
NCGC00260911-01,0.27358973026275635
NCGC00260798-01,0.019978567957878113
NCGC00261384-01,0.5569787621498108
NCGC00260785-01,0.8350794911384583
NCGC00261597-01,0.2698112428188324
NCGC00261025-01,0.18690600991249084
NCGC00260789-01,0.605846643447876
NCGC00260866-01,0.7569068670272827
NCGC00261189-01,0.4353207051753998
NCGC00261270-01,0.5143342018127441
NCGC00261611-01,0.19260308146476746
NCGC00261160-01,0.3113348186016083
NCGC00261085-01,0.022965596988797188
NCGC00261817-01,0.6182661056518555
NCGC00261866-01,0.5696254372596741
NCGC00260852-01,0.7438098192214966
NCGC00261290-01,0.9036839604377747
NCGC00261304-01,0.6230419278144836
NCGC00261704-01,0.7520498633384705
NCGC00260850-01,0.6324495673179626
NCGC00260972-01,0.572476327419281
NCGC00261364-01,0.18545255064964294
NCGC00261392-01,0.4875863790512085
NCGC00261638-01,0.712630033493042
NCGC00261820-01,0.33162814378738403
NCGC00261808-01,0.18945811688899994
NCGC00260790-01,0.8101615309715271
NCGC00260940-01,0.9018125534057617
NCGC00261081-01,0.41971319913864136
NCGC00261133-01,0.9237872362136841
NCGC00261399-01,0.958499550819397
NCGC00260696-01,0.7850988507270813
NCGC00261903-01,0.5995857119560242
NCGC00261178-01,0.793061375617981
NCGC00261568-01,0.6906716823577881
NCGC00260830-01,0.5292561054229736
NCGC00261113-01,0.5729475617408752
NCGC00261327-01,0.40539848804473877
NCGC00261602-01,0.6259562969207764
NCGC00260858-01,0.97564697265625
NCGC00261071-01,0.6385083198547363
NCGC00261076-01,0.2945166230201721
NCGC00261192-01,0.10407529026269913
NCGC00261495-01,0.1002947986125946
NCGC00261577-01,0.8697337508201599
NCGC00261510-01,0.509423017501831
NCGC00261679-01,0.9005114436149597
NCGC00261941-01,0.92436683177948
NCGC00261343-01,0.19063648581504822
NCGC00261607-01,0.7513847947120667
NCGC00261782-01,0.8182001709938049
NCGC00261914-01,0.5490045547485352
NCGC00261475-01,0.9134950041770935
NCGC00261764-01,0.9876753091812134
NCGC00261802-01,0.9476955533027649
NCGC00260795-01,0.6810372471809387
NCGC00261352-01,0.8964141607284546
NCGC00261009-01,0.9257595539093018
NCGC00261944-01,0.8729066252708435
NCGC00261166-01,0.9603488445281982
NCGC00261332-01,0.9338608980178833
NCGC00261333-01,0.6098237037658691
NCGC00261260-01,0.8729820251464844
NCGC00261915-01,0.7339791655540466
NCGC00261682-01,0.8719531893730164
NCGC00261049-01,0.5005711317062378
NCGC00260910-01,0.6779382824897766
NCGC00261272-01,0.6102520227432251
NCGC00260708-01,0.13284039497375488
NCGC00261390-01,0.11110503226518631
NCGC00260948-01,0.14228074252605438
NCGC00261840-01,0.07458318024873734
NCGC00260881-01,0.006163702812045813
NCGC00261153-01,0.145628422498703
NCGC00261406-01,0.11078033596277237
NCGC00261053-01,0.040998078882694244
NCGC00261129-01,0.029844745993614197
NCGC00261381-01,0.3854527175426483
NCGC00261426-01,0.8751213550567627
NCGC00260979-01,0.5797299146652222
NCGC00260993-01,0.2121242880821228
NCGC00261108-01,0.26487478613853455
NCGC00261441-01,0.3567253649234772
NCGC00261877-01,0.6743507981300354
NCGC00260815-01,0.13572046160697937
NCGC00261542-01,0.47828617691993713
NCGC00261958-01,0.08714718371629715
NCGC00261787-01,0.5386080741882324
NCGC00261065-01,0.9478216171264648
NCGC00261804-01,0.8008953928947449
NCGC00260875-01,0.5173779129981995
NCGC00261451-01,0.46109068393707275
NCGC00261739-01,0.905051589012146
NCGC00261382-01,0.12596093118190765
NCGC00261663-01,0.017152510583400726
NCGC00260892-01,0.5202677249908447
NCGC00261297-01,0.7870710492134094
NCGC00261321-01,0.8033806085586548
NCGC00261446-01,0.9255788326263428
NCGC00261474-01,0.7751446962356567
NCGC00260834-01,0.041796691715717316
NCGC00260840-01,0.12608638405799866
