Chemical,Label
NCGC00261900-01,0.12139861285686493
NCGC00260869-01,0.5211096405982971
NCGC00261776-01,0.923835039138794
NCGC00261842-01,0.1579311341047287
NCGC00261662-01,0.978244960308075
NCGC00261926-01,0.6706592440605164
NCGC00260921-01,0.9831886887550354
NCGC00261119-01,0.8032569289207458
NCGC00260831-01,0.9759843349456787
NCGC00261544-01,0.3712432384490967
NCGC00261633-01,0.07798971980810165
NCGC00261395-01,0.7561015486717224
NCGC00261717-01,0.07534334063529968
NCGC00261424-01,0.4072761535644531
NCGC00261861-01,0.4716823101043701
NCGC00261924-01,0.6428943276405334
NCGC00261052-01,0.7823166251182556
NCGC00261683-01,0.879732072353363
NCGC00261026-01,0.8622390031814575
NCGC00261057-01,0.5598236918449402
NCGC00261738-01,0.5517880320549011
NCGC00261348-01,0.15244905650615692
NCGC00261503-01,0.23103824257850647
NCGC00260693-01,0.049235302954912186
NCGC00260703-01,0.06447317451238632
NCGC00260716-01,0.14007194340229034
NCGC00260782-01,0.12812037765979767
NCGC00260802-01,0.11702189594507217
NCGC00260823-01,0.16888310015201569
NCGC00261313-01,0.11261814832687378
NCGC00260757-01,0.14090001583099365
NCGC00260826-01,0.16618643701076508
NCGC00261005-01,0.20361453294754028
NCGC00260980-01,0.45660147070884705
NCGC00261816-01,0.34038296341896057
NCGC00260698-01,0.42175722122192383
NCGC00260889-01,0.5093668699264526
NCGC00260811-01,0.6121538877487183
NCGC00261165-01,0.13852980732917786
NCGC00261060-01,0.13500528037548065
NCGC00261541-01,0.14592765271663666
NCGC00261649-01,0.15309599041938782
NCGC00261110-01,0.727666437625885
NCGC00261130-01,0.8204025626182556
NCGC00260846-01,0.6660084128379822
NCGC00261030-01,0.7839140892028809
NCGC00261162-01,0.6819620728492737
NCGC00261058-01,0.641432523727417
NCGC00261404-01,0.39833447337150574
NCGC00261423-01,0.6066471934318542
NCGC00261856-01,0.6664952635765076
NCGC00261342-01,0.35323652625083923
NCGC00261935-01,0.5148903131484985
NCGC00261069-01,0.6823306679725647
NCGC00261101-01,0.6340599656105042
NCGC00261183-01,0.43078094720840454
NCGC00261716-01,0.1038021519780159
NCGC00260742-01,0.1281108260154724
NCGC00261529-01,0.712216854095459
NCGC00261170-01,0.8792998790740967
NCGC00261565-01,0.33296316862106323
NCGC00260990-01,0.9281533360481262
NCGC00261340-01,0.8940044045448303
NCGC00261079-01,0.46676161885261536
NCGC00261389-01,0.358162522315979
NCGC00261744-01,0.10640132427215576
NCGC00261420-01,0.2055000513792038
NCGC00261215-01,0.16514356434345245
NCGC00261826-01,0.33843788504600525
NCGC00260706-01,0.35068705677986145
NCGC00261123-01,0.8895516991615295
