epoch, auc score
0, 0.5110426984339445
1, 0.5399544906973631
2, 0.5756926783563111
3, 0.6141078838174274
4, 0.6464997992236649
5, 0.6942845669923705
6, 0.723196359255789
7, 0.7535805113104003
8, 0.7707134252442778
9, 0.7810199437826262
10, 0.7875786373979387
11, 0.7878463391781555
12, 0.7902556552001071
13, 0.7938696292330344
19, 0.7972159014857448
22, 0.7982867086066122
23, 0.7996921429527506
24, 0.8006960246285638
25, 0.8056485075625753
26, 0.8068531655735511
28, 0.8075224200240931
33, 0.8104671396064783
36, 0.8118056485075625
38, 0.8126087538482132
39, 0.8126087538482132
42, 0.8127426047383215
51, 0.8132780082987552
64, 0.8139472627492973
66, 0.8142149645295141
68, 0.8143488154196225
70, 0.814482666309731
71, 0.8152857716503815
73, 0.8159550261009235
75, 0.8159550261009236
78, 0.8164904296613573
80, 0.8166242805514656
82, 0.8168919823316826
85, 0.8172935350020079
86, 0.817695087672333
87, 0.8179627894525499
88, 0.8188997456833088
90, 0.8190335965734172
91, 0.8191674474635257
93, 0.8206398072547183
96, 0.821175210815152
98, 0.8225137197162362
102, 0.8233168250568867
104, 0.8243876321777539
107, 0.8254584392986213
108, 0.8266630973095971
112, 0.826930799089814
114, 0.8270646499799224
116, 0.8278677553205729
117, 0.8286708606612234
118, 0.8292062642216571
119, 0.8293401151117655
121, 0.8297416677820907
123, 0.8302770713425244
125, 0.8314817293535003
131, 0.8321509838040423
134, 0.8324186855842591
138, 0.8325525364743676
143, 0.8330879400348012
155, 0.8332217909249097
167, 0.8334894927051265
169, 0.8345602998259939
276, 0.8345602998259939
277, 0.8345602998259939
288, 0.8345602998259939
290, 0.834961852496319
293, 0.834961852496319
295, 0.8353634051666443
296, 0.8353634051666443
300, 0.8353634051666444
312, 0.8354972560567528
323, 0.8361665105072948
330, 0.8365680631776202
465, 0.8367019140677285
469, 0.836835764957837
474, 0.8375050194083791
500, 0.8377727211885959
502, 0.8380404229688128
538, 0.8380404229688128
539, 0.8380404229688128
546, 0.83911123008968
565, 0.83911123008968
574, 0.839378931869897
593, 0.8399143354303306
639, 0.8399143354303306
646, 0.8404497389907643
661, 0.8408512916610895
664, 0.8411189934413064
714, 0.8415205461116316
726, 0.8420559496720653
759, 0.842591353232499
791, 0.8429929059028243
814, 0.8429929059028243
815, 0.8437960112434747
816, 0.8437960112434747
836, 0.8437960112434748
840, 0.8440637130236917
844, 0.8445991165841252
845, 0.8463391781555347
872, 0.8468745817159684
890, 0.8468745817159684
963, 0.8470084326060768
966, 0.847677687056619
1021, 0.847677687056619
1028, 0.847677687056619
1029, 0.847677687056619
1031, 0.8479453888368358
1038, 0.848346941507161
1041, 0.8483469415071611
1043, 0.850890108419221
1117, 0.8516932137598715
1135, 0.8516932137598715
1143, 0.8527640208807389
1157, 0.853433275331281
1158, 0.8535671262213893
1159, 0.8537009771114977
1173, 0.8542363806719314
1220, 0.8547717842323652
1235, 0.8549056351224735
1237, 0.8549056351224735
1280, 0.8557087404631241
1314, 0.8561102931334493
1322, 0.8582519073751841
1431, 0.8583857582652925
1515, 0.8597242671663766
1516, 0.8597242671663767
1526, 0.8599919689465935
1694, 0.8601258198367019
1731, 0.8602596707268103
1751, 0.8609289251773524
1961, 0.8614643287377861
1962, 0.861732030518003
